WKT,Longitude,Latitude,Description,Satellite,Orbit,Time_WST,Date,SatZenith,Confidence,Intensity,Receiving_Station
"POINT (147.611 -28.082)","147.611","-28.082",,Aqua,"202102191525",23:25,"20210219","-1.00","48.00","9.88",Goddard
"POINT (145.39 -33.489)","145.390","-33.489",,Aqua,"202102191525",23:25,"20210219","-1.00","36.00","10.01",Goddard
"POINT (144.794 -37.829)","144.794","-37.829",,Aqua,"202102191525",23:25,"20210219","-1.00","38.00","9.19",Goddard
"POINT (146.989 -26.409)","146.989","-26.409",,Aqua,"202102191526",23:26,"20210219","-1.00","34.00","10.18",Crib_Point
"POINT (149.64 -27.486)","149.640","-27.486",,Aqua,"202102191526",23:26,"20210219","-1.00","35.00","10.98",Crib_Point
"POINT (147.611 -28.082)","147.611","-28.082",,Aqua,"202102191526",23:26,"20210219","-1.00","48.00","9.87",Crib_Point
"POINT (145.39 -33.489)","145.390","-33.489",,Aqua,"202102191526",23:26,"20210219","-1.00","37.00","10.01",Crib_Point
"POINT (144.794 -37.829)","144.794","-37.829",,Aqua,"202102191526",23:26,"20210219","-1.00","38.00","9.19",Crib_Point
"POINT (139.47688 -20.73318)","139.477","-20.733","Possible FHS
",JPSS-1,"16873",23:36,"20210219","-1.00","-1.00","-1.00",Alice Springs
"POINT (139.47688 -20.73688)","139.477","-20.737","Possible FHS
",JPSS-1,"16873",23:36,"20210219","-1.00","-1.00","-1.00",Alice Springs
"POINT (140.31688 -21.84308)","140.317","-21.843","
",JPSS-1,"16873",23:36,"20210219","-1.00","-1.00","-1.00",Alice Springs
"POINT (140.32068 -21.84308)","140.321","-21.843","Possible FHS
",JPSS-1,"16873",23:36,"20210219","-1.00","-1.00","-1.00",Alice Springs
"POINT (140.31688 -21.84688)","140.317","-21.847","
",JPSS-1,"16873",23:36,"20210219","-1.00","-1.00","-1.00",Alice Springs
"POINT (140.32438 -21.84688)","140.324","-21.847","
",JPSS-1,"16873",23:36,"20210219","-1.00","-1.00","-1.00",Alice Springs
"POINT (149.50438 -29.63188)","149.504","-29.632","
",JPSS-1,"16873",23:36,"20210219","-1.00","-1.00","-1.00",Alice Springs
"POINT (149.50438 -29.63558)","149.504","-29.636","
",JPSS-1,"16873",23:36,"20210219","-1.00","-1.00","-1.00",Alice Springs
"POINT (146.65808 -31.12058)","146.658","-31.121","Possible FHS
",JPSS-1,"16873",23:36,"20210219","-1.00","-1.00","-1.00",Alice Springs
"POINT (150.96308 -31.41308)","150.963","-31.413","
",JPSS-1,"16873",23:36,"20210219","-1.00","-1.00","-1.00",Alice Springs
"POINT (150.96688 -31.41308)","150.967","-31.413","
",JPSS-1,"16873",23:36,"20210219","-1.00","-1.00","-1.00",Alice Springs
"POINT (150.96308 -31.41688)","150.963","-31.417","
",JPSS-1,"16873",23:36,"20210219","-1.00","-1.00","-1.00",Alice Springs
"POINT (150.96688 -31.41688)","150.967","-31.417","
",JPSS-1,"16873",23:36,"20210219","-1.00","-1.00","-1.00",Alice Springs
"POINT (150.96308 -31.42058)","150.963","-31.421","
",JPSS-1,"16873",23:36,"20210219","-1.00","-1.00","-1.00",Alice Springs
"POINT (146.74438 -32.05438)","146.744","-32.054","
",JPSS-1,"16873",23:36,"20210219","-1.00","-1.00","-1.00",Alice Springs
"POINT (146.08068 -32.13308)","146.081","-32.133","
",JPSS-1,"16873",23:36,"20210219","-1.00","-1.00","-1.00",Alice Springs
"POINT (146.86058 -32.32058)","146.861","-32.321","
",JPSS-1,"16873",23:36,"20210219","-1.00","-1.00","-1.00",Alice Springs
"POINT (146.36568 -33.10058)","146.366","-33.101","Possible FHS
",JPSS-1,"16873",23:36,"20210219","-1.00","-1.00","-1.00",Alice Springs
"POINT (145.38688 -33.49058)","145.387","-33.491","Possible FHS
",JPSS-1,"16873",23:36,"20210219","-1.00","-1.00","-1.00",Alice Springs
"POINT (145.39058 -33.49058)","145.391","-33.491","Possible FHS
",JPSS-1,"16873",23:36,"20210219","-1.00","-1.00","-1.00",Alice Springs
"POINT (145.38688 -33.49438)","145.387","-33.494","Possible FHS
",JPSS-1,"16873",23:36,"20210219","-1.00","-1.00","-1.00",Alice Springs
"POINT (145.39058 -33.49438)","145.391","-33.494","Possible FHS
",JPSS-1,"16873",23:36,"20210219","-1.00","-1.00","-1.00",Alice Springs
"POINT (145.39438 -33.49438)","145.394","-33.494","
",JPSS-1,"16873",23:36,"20210219","-1.00","-1.00","-1.00",Alice Springs
"POINT (150.58068 -34.25188)","150.581","-34.252","Possible FHS
",JPSS-1,"16873",23:36,"20210219","-1.00","-1.00","-1.00",Alice Springs
"POINT (150.58438 -34.25188)","150.584","-34.252","Possible FHS
",JPSS-1,"16873",23:36,"20210219","-1.00","-1.00","-1.00",Alice Springs
"POINT (150.88438 -34.46188)","150.884","-34.462","
",JPSS-1,"16873",23:36,"20210219","-1.00","-1.00","-1.00",Alice Springs
"POINT (150.89188 -34.46558)","150.892","-34.466","
",JPSS-1,"16873",23:36,"20210219","-1.00","-1.00","-1.00",Alice Springs
"POINT (150.89568 -34.46558)","150.896","-34.466","Possible FHS
",JPSS-1,"16873",23:36,"20210219","-1.00","-1.00","-1.00",Alice Springs
"POINT (150.89188 -34.46938)","150.892","-34.469","
",JPSS-1,"16873",23:36,"20210219","-1.00","-1.00","-1.00",Alice Springs
"POINT (150.89568 -34.46938)","150.896","-34.469","Possible FHS
",JPSS-1,"16873",23:36,"20210219","-1.00","-1.00","-1.00",Alice Springs
"POINT (139.476 -20.732)","139.476","-20.732",,JPSS-1,"16873",23:36,"20210219","-1.00","8.00","22.07",Alice Springs
"POINT (139.48 -20.733)","139.480","-20.733",,JPSS-1,"16873",23:36,"20210219","-1.00","8.00","8.05",Alice Springs
"POINT (139.477 -20.733)","139.477","-20.733",,JPSS-1,"16873",23:36,"20210219","-1.00","8.00","31.79",Alice Springs
"POINT (139.477 -20.736)","139.477","-20.736",,JPSS-1,"16873",23:36,"20210219","-1.00","8.00","1.07",Alice Springs
"POINT (146.744 -32.052)","146.744","-32.052",,JPSS-1,"16873",23:36,"20210219","-1.00","8.00","0.00",Alice Springs
"POINT (146.08 -32.132)","146.080","-32.132",,JPSS-1,"16873",23:36,"20210219","-1.00","8.00","0.00",Alice Springs
"POINT (146.86 -32.317)","146.860","-32.317",,JPSS-1,"16873",23:36,"20210219","-1.00","8.00","0.00",Alice Springs
"POINT (146.866 -32.318)","146.866","-32.318",,JPSS-1,"16873",23:36,"20210219","-1.00","8.00","0.00",Alice Springs
"POINT (146.371 -33.091)","146.371","-33.091",,JPSS-1,"16873",23:36,"20210219","-1.00","8.00","0.00",Alice Springs
"POINT (146.37 -33.095)","146.370","-33.095",,JPSS-1,"16873",23:36,"20210219","-1.00","8.00","0.00",Alice Springs
"POINT (146.34 -33.096)","146.340","-33.096",,JPSS-1,"16873",23:36,"20210219","-1.00","8.00","0.00",Alice Springs
"POINT (146.365 -33.099)","146.365","-33.099",,JPSS-1,"16873",23:36,"20210219","-1.00","8.00","0.00",Alice Springs
"POINT (146.37 -33.099)","146.370","-33.099",,JPSS-1,"16873",23:36,"20210219","-1.00","8.00","0.00",Alice Springs
"POINT (146.339 -33.101)","146.339","-33.101",,JPSS-1,"16873",23:36,"20210219","-1.00","8.00","0.00",Alice Springs
"POINT (145.385 -33.487)","145.385","-33.487",,JPSS-1,"16873",23:36,"20210219","-1.00","8.00","0.00",Alice Springs
"POINT (145.389 -33.487)","145.389","-33.487",,JPSS-1,"16873",23:36,"20210219","-1.00","8.00","0.00",Alice Springs
"POINT (145.384 -33.491)","145.384","-33.491",,JPSS-1,"16873",23:36,"20210219","-1.00","8.00","0.00",Alice Springs
"POINT (145.389 -33.491)","145.389","-33.491",,JPSS-1,"16873",23:36,"20210219","-1.00","8.00","0.00",Alice Springs
"POINT (145.393 -33.492)","145.393","-33.492",,JPSS-1,"16873",23:36,"20210219","-1.00","8.00","0.00",Alice Springs
"POINT (145.355 -33.501)","145.355","-33.501",,JPSS-1,"16873",23:36,"20210219","-1.00","8.00","0.00",Alice Springs
"POINT (145.36 -33.501)","145.360","-33.501",,JPSS-1,"16873",23:36,"20210219","-1.00","8.00","0.00",Alice Springs
"POINT (150.582 -34.25)","150.582","-34.250",,JPSS-1,"16873",23:36,"20210219","-1.00","8.00","0.00",Alice Springs
"POINT (150.88 -34.459)","150.880","-34.459",,JPSS-1,"16873",23:36,"20210219","-1.00","8.00","0.00",Alice Springs
"POINT (150.885 -34.459)","150.885","-34.459",,JPSS-1,"16873",23:36,"20210219","-1.00","8.00","0.00",Alice Springs
"POINT (150.878 -34.453)","150.878","-34.453",,JPSS-1,"16873",23:36,"20210219","-1.00","8.00","0.00",Alice Springs
"POINT (150.882 -34.459)","150.882","-34.459",,JPSS-1,"16873",23:36,"20210219","-1.00","8.00","0.00",Alice Springs
"POINT (150.887 -34.459)","150.887","-34.459",,JPSS-1,"16873",23:36,"20210219","-1.00","8.00","0.00",Alice Springs
"POINT (150.891 -34.465)","150.891","-34.465",,JPSS-1,"16873",23:36,"20210219","-1.00","8.00","0.00",Alice Springs
"POINT (150.896 -34.465)","150.896","-34.465",,JPSS-1,"16873",23:36,"20210219","-1.00","8.00","0.00",Alice Springs
"POINT (150.327 -35.517)","150.327","-35.517",,JPSS-1,"16873",23:36,"20210219","-1.00","8.00","0.46",Alice Springs
"POINT (139.47688 -20.73318)","139.477","-20.733","Possible FHS
",JPSS-1,"16873",23:40,"20210219","-1.00","-1.00","-1.00",Crib Point
"POINT (139.47688 -20.73688)","139.477","-20.737","Possible FHS
",JPSS-1,"16873",23:40,"20210219","-1.00","-1.00","-1.00",Crib Point
"POINT (140.31688 -21.84308)","140.317","-21.843","
",JPSS-1,"16873",23:40,"20210219","-1.00","-1.00","-1.00",Crib Point
"POINT (140.32068 -21.84308)","140.321","-21.843","Possible FHS
",JPSS-1,"16873",23:40,"20210219","-1.00","-1.00","-1.00",Crib Point
"POINT (140.31688 -21.84688)","140.317","-21.847","
",JPSS-1,"16873",23:40,"20210219","-1.00","-1.00","-1.00",Crib Point
"POINT (140.32438 -21.84688)","140.324","-21.847","
",JPSS-1,"16873",23:40,"20210219","-1.00","-1.00","-1.00",Crib Point
"POINT (149.50438 -29.63188)","149.504","-29.632","
",JPSS-1,"16873",23:40,"20210219","-1.00","-1.00","-1.00",Crib Point
"POINT (149.50438 -29.63558)","149.504","-29.636","
",JPSS-1,"16873",23:40,"20210219","-1.00","-1.00","-1.00",Crib Point
"POINT (146.65808 -31.12058)","146.658","-31.121","Possible FHS
",JPSS-1,"16873",23:40,"20210219","-1.00","-1.00","-1.00",Crib Point
"POINT (150.96308 -31.41308)","150.963","-31.413","
",JPSS-1,"16873",23:40,"20210219","-1.00","-1.00","-1.00",Crib Point
"POINT (150.96688 -31.41308)","150.967","-31.413","
",JPSS-1,"16873",23:40,"20210219","-1.00","-1.00","-1.00",Crib Point
"POINT (150.96308 -31.41688)","150.963","-31.417","
",JPSS-1,"16873",23:40,"20210219","-1.00","-1.00","-1.00",Crib Point
"POINT (150.96688 -31.41688)","150.967","-31.417","
",JPSS-1,"16873",23:40,"20210219","-1.00","-1.00","-1.00",Crib Point
"POINT (150.96308 -31.42058)","150.963","-31.421","
",JPSS-1,"16873",23:40,"20210219","-1.00","-1.00","-1.00",Crib Point
"POINT (146.74438 -32.05438)","146.744","-32.054","
",JPSS-1,"16873",23:40,"20210219","-1.00","-1.00","-1.00",Crib Point
"POINT (146.08068 -32.13308)","146.081","-32.133","
",JPSS-1,"16873",23:40,"20210219","-1.00","-1.00","-1.00",Crib Point
"POINT (146.86058 -32.32058)","146.861","-32.321","
",JPSS-1,"16873",23:40,"20210219","-1.00","-1.00","-1.00",Crib Point
"POINT (146.36568 -33.10058)","146.366","-33.101","Possible FHS
",JPSS-1,"16873",23:40,"20210219","-1.00","-1.00","-1.00",Crib Point
"POINT (145.38688 -33.49058)","145.387","-33.491","Possible FHS
",JPSS-1,"16873",23:40,"20210219","-1.00","-1.00","-1.00",Crib Point
"POINT (145.39058 -33.49058)","145.391","-33.491","Possible FHS
",JPSS-1,"16873",23:40,"20210219","-1.00","-1.00","-1.00",Crib Point
"POINT (145.38688 -33.49438)","145.387","-33.494","Possible FHS
",JPSS-1,"16873",23:40,"20210219","-1.00","-1.00","-1.00",Crib Point
"POINT (145.39058 -33.49438)","145.391","-33.494","Possible FHS
",JPSS-1,"16873",23:40,"20210219","-1.00","-1.00","-1.00",Crib Point
"POINT (145.39438 -33.49438)","145.394","-33.494","
",JPSS-1,"16873",23:40,"20210219","-1.00","-1.00","-1.00",Crib Point
"POINT (150.58068 -34.25188)","150.581","-34.252","Possible FHS
",JPSS-1,"16873",23:40,"20210219","-1.00","-1.00","-1.00",Crib Point
"POINT (150.58438 -34.25188)","150.584","-34.252","Possible FHS
",JPSS-1,"16873",23:40,"20210219","-1.00","-1.00","-1.00",Crib Point
"POINT (150.88438 -34.46188)","150.884","-34.462","
",JPSS-1,"16873",23:40,"20210219","-1.00","-1.00","-1.00",Crib Point
"POINT (150.89188 -34.46558)","150.892","-34.466","
",JPSS-1,"16873",23:40,"20210219","-1.00","-1.00","-1.00",Crib Point
"POINT (150.89568 -34.46558)","150.896","-34.466","Possible FHS
",JPSS-1,"16873",23:40,"20210219","-1.00","-1.00","-1.00",Crib Point
"POINT (150.89188 -34.46938)","150.892","-34.469","
",JPSS-1,"16873",23:40,"20210219","-1.00","-1.00","-1.00",Crib Point
"POINT (150.89568 -34.46938)","150.896","-34.469","Possible FHS
",JPSS-1,"16873",23:40,"20210219","-1.00","-1.00","-1.00",Crib Point
"POINT (139.476 -20.732)","139.476","-20.732",,JPSS-1,"16873",23:40,"20210219","-1.00","8.00","22.07",Crib Point
"POINT (139.48 -20.733)","139.480","-20.733",,JPSS-1,"16873",23:40,"20210219","-1.00","8.00","8.05",Crib Point
"POINT (139.477 -20.733)","139.477","-20.733",,JPSS-1,"16873",23:40,"20210219","-1.00","8.00","31.79",Crib Point
"POINT (139.477 -20.736)","139.477","-20.736",,JPSS-1,"16873",23:40,"20210219","-1.00","8.00","1.07",Crib Point
"POINT (146.744 -32.052)","146.744","-32.052",,JPSS-1,"16873",23:40,"20210219","-1.00","8.00","0.00",Crib Point
"POINT (146.08 -32.132)","146.080","-32.132",,JPSS-1,"16873",23:40,"20210219","-1.00","8.00","0.00",Crib Point
"POINT (146.86 -32.317)","146.860","-32.317",,JPSS-1,"16873",23:40,"20210219","-1.00","8.00","0.00",Crib Point
"POINT (146.866 -32.318)","146.866","-32.318",,JPSS-1,"16873",23:40,"20210219","-1.00","8.00","0.00",Crib Point
"POINT (146.371 -33.091)","146.371","-33.091",,JPSS-1,"16873",23:40,"20210219","-1.00","8.00","0.00",Crib Point
"POINT (146.37 -33.095)","146.370","-33.095",,JPSS-1,"16873",23:40,"20210219","-1.00","8.00","0.00",Crib Point
"POINT (146.34 -33.096)","146.340","-33.096",,JPSS-1,"16873",23:40,"20210219","-1.00","8.00","0.00",Crib Point
"POINT (146.365 -33.099)","146.365","-33.099",,JPSS-1,"16873",23:40,"20210219","-1.00","8.00","0.00",Crib Point
"POINT (146.37 -33.099)","146.370","-33.099",,JPSS-1,"16873",23:40,"20210219","-1.00","8.00","0.00",Crib Point
"POINT (146.339 -33.101)","146.339","-33.101",,JPSS-1,"16873",23:40,"20210219","-1.00","8.00","0.00",Crib Point
"POINT (145.385 -33.487)","145.385","-33.487",,JPSS-1,"16873",23:40,"20210219","-1.00","8.00","0.00",Crib Point
"POINT (145.389 -33.487)","145.389","-33.487",,JPSS-1,"16873",23:40,"20210219","-1.00","8.00","0.00",Crib Point
"POINT (145.384 -33.491)","145.384","-33.491",,JPSS-1,"16873",23:40,"20210219","-1.00","8.00","0.00",Crib Point
"POINT (145.389 -33.491)","145.389","-33.491",,JPSS-1,"16873",23:40,"20210219","-1.00","8.00","0.00",Crib Point
"POINT (145.393 -33.492)","145.393","-33.492",,JPSS-1,"16873",23:40,"20210219","-1.00","8.00","0.00",Crib Point
"POINT (145.355 -33.501)","145.355","-33.501",,JPSS-1,"16873",23:40,"20210219","-1.00","8.00","0.00",Crib Point
"POINT (145.36 -33.501)","145.360","-33.501",,JPSS-1,"16873",23:40,"20210219","-1.00","8.00","0.00",Crib Point
"POINT (150.582 -34.25)","150.582","-34.250",,JPSS-1,"16873",23:40,"20210219","-1.00","8.00","0.00",Crib Point
"POINT (150.88 -34.459)","150.880","-34.459",,JPSS-1,"16873",23:40,"20210219","-1.00","8.00","0.00",Crib Point
"POINT (150.885 -34.459)","150.885","-34.459",,JPSS-1,"16873",23:40,"20210219","-1.00","8.00","0.00",Crib Point
"POINT (150.878 -34.453)","150.878","-34.453",,JPSS-1,"16873",23:40,"20210219","-1.00","8.00","0.00",Crib Point
"POINT (150.882 -34.459)","150.882","-34.459",,JPSS-1,"16873",23:40,"20210219","-1.00","8.00","0.00",Crib Point
"POINT (150.887 -34.459)","150.887","-34.459",,JPSS-1,"16873",23:40,"20210219","-1.00","8.00","0.00",Crib Point
"POINT (150.891 -34.465)","150.891","-34.465",,JPSS-1,"16873",23:40,"20210219","-1.00","8.00","0.00",Crib Point
"POINT (150.896 -34.465)","150.896","-34.465",,JPSS-1,"16873",23:40,"20210219","-1.00","8.00","0.00",Crib Point
"POINT (150.327 -35.517)","150.327","-35.517",,JPSS-1,"16873",23:40,"20210219","-1.00","8.00","0.46",Crib Point
"POINT (146.36568 -33.10058)","146.366","-33.101","Possible FHS
",JPSS-1,"16873",23:45,"20210219","-1.00","-1.00","-1.00",Murdoch
"POINT (145.38688 -33.49058)","145.387","-33.491","Possible FHS
",JPSS-1,"16873",23:45,"20210219","-1.00","-1.00","-1.00",Murdoch
"POINT (145.39058 -33.49058)","145.391","-33.491","Possible FHS
",JPSS-1,"16873",23:45,"20210219","-1.00","-1.00","-1.00",Murdoch
"POINT (145.38688 -33.49438)","145.387","-33.494","Possible FHS
",JPSS-1,"16873",23:45,"20210219","-1.00","-1.00","-1.00",Murdoch
"POINT (145.39058 -33.49438)","145.391","-33.494","Possible FHS
",JPSS-1,"16873",23:45,"20210219","-1.00","-1.00","-1.00",Murdoch
"POINT (145.39438 -33.49438)","145.394","-33.494","
",JPSS-1,"16873",23:45,"20210219","-1.00","-1.00","-1.00",Murdoch
"POINT (150.58068 -34.25188)","150.581","-34.252","Possible FHS
",JPSS-1,"16873",23:45,"20210219","-1.00","-1.00","-1.00",Murdoch
"POINT (150.58438 -34.25188)","150.584","-34.252","Possible FHS
",JPSS-1,"16873",23:45,"20210219","-1.00","-1.00","-1.00",Murdoch
"POINT (150.88438 -34.46188)","150.884","-34.462","
",JPSS-1,"16873",23:45,"20210219","-1.00","-1.00","-1.00",Murdoch
"POINT (150.89188 -34.46558)","150.892","-34.466","
",JPSS-1,"16873",23:45,"20210219","-1.00","-1.00","-1.00",Murdoch
"POINT (150.89568 -34.46558)","150.896","-34.466","Possible FHS
",JPSS-1,"16873",23:45,"20210219","-1.00","-1.00","-1.00",Murdoch
"POINT (150.89188 -34.46938)","150.892","-34.469","
",JPSS-1,"16873",23:45,"20210219","-1.00","-1.00","-1.00",Murdoch
"POINT (150.89568 -34.46938)","150.896","-34.469","Possible FHS
",JPSS-1,"16873",23:45,"20210219","-1.00","-1.00","-1.00",Murdoch
"POINT (146.861 -32.316)","146.861","-32.316",,JPSS-1,"16873",23:45,"20210219","-1.00","8.00","0.00",Murdoch
"POINT (146.866 -32.317)","146.866","-32.317",,JPSS-1,"16873",23:45,"20210219","-1.00","8.00","0.00",Murdoch
"POINT (146.371 -33.091)","146.371","-33.091",,JPSS-1,"16873",23:45,"20210219","-1.00","8.00","0.00",Murdoch
"POINT (146.37 -33.095)","146.370","-33.095",,JPSS-1,"16873",23:45,"20210219","-1.00","8.00","0.00",Murdoch
"POINT (146.34 -33.096)","146.340","-33.096",,JPSS-1,"16873",23:45,"20210219","-1.00","8.00","0.00",Murdoch
"POINT (146.365 -33.099)","146.365","-33.099",,JPSS-1,"16873",23:45,"20210219","-1.00","8.00","0.00",Murdoch
"POINT (146.37 -33.099)","146.370","-33.099",,JPSS-1,"16873",23:45,"20210219","-1.00","8.00","0.00",Murdoch
"POINT (146.339 -33.101)","146.339","-33.101",,JPSS-1,"16873",23:45,"20210219","-1.00","8.00","0.00",Murdoch
"POINT (145.385 -33.487)","145.385","-33.487",,JPSS-1,"16873",23:45,"20210219","-1.00","8.00","0.00",Murdoch
"POINT (145.389 -33.487)","145.389","-33.487",,JPSS-1,"16873",23:45,"20210219","-1.00","8.00","0.00",Murdoch
"POINT (145.384 -33.491)","145.384","-33.491",,JPSS-1,"16873",23:45,"20210219","-1.00","8.00","0.00",Murdoch
"POINT (145.389 -33.491)","145.389","-33.491",,JPSS-1,"16873",23:45,"20210219","-1.00","8.00","0.00",Murdoch
"POINT (145.393 -33.492)","145.393","-33.492",,JPSS-1,"16873",23:45,"20210219","-1.00","8.00","0.00",Murdoch
"POINT (145.355 -33.501)","145.355","-33.501",,JPSS-1,"16873",23:45,"20210219","-1.00","8.00","0.00",Murdoch
"POINT (145.36 -33.501)","145.360","-33.501",,JPSS-1,"16873",23:45,"20210219","-1.00","8.00","0.00",Murdoch
"POINT (150.582 -34.25)","150.582","-34.250",,JPSS-1,"16873",23:45,"20210219","-1.00","8.00","0.00",Murdoch
"POINT (150.88 -34.459)","150.880","-34.459",,JPSS-1,"16873",23:45,"20210219","-1.00","8.00","0.00",Murdoch
"POINT (150.885 -34.459)","150.885","-34.459",,JPSS-1,"16873",23:45,"20210219","-1.00","8.00","0.00",Murdoch
"POINT (150.878 -34.453)","150.878","-34.453",,JPSS-1,"16873",23:45,"20210219","-1.00","8.00","0.00",Murdoch
"POINT (150.882 -34.459)","150.882","-34.459",,JPSS-1,"16873",23:45,"20210219","-1.00","8.00","0.00",Murdoch
"POINT (150.887 -34.459)","150.887","-34.459",,JPSS-1,"16873",23:45,"20210219","-1.00","8.00","0.00",Murdoch
"POINT (150.891 -34.465)","150.891","-34.465",,JPSS-1,"16873",23:45,"20210219","-1.00","8.00","0.00",Murdoch
"POINT (150.896 -34.465)","150.896","-34.465",,JPSS-1,"16873",23:45,"20210219","-1.00","8.00","0.00",Murdoch
"POINT (150.327 -35.517)","150.327","-35.517",,JPSS-1,"16873",23:45,"20210219","-1.00","8.00","0.46",Murdoch
"POINT (139.47688 -20.73318)","139.477","-20.733","
",SNPP,"48270",00:23,"20210220","-1.00","-1.00","-1.00",Darwin
"POINT (139.47688 -20.73688)","139.477","-20.737","
",SNPP,"48270",00:23,"20210220","-1.00","-1.00","-1.00",Darwin
"POINT (139.47688 -20.74068)","139.477","-20.741","
",SNPP,"48270",00:23,"20210220","-1.00","-1.00","-1.00",Darwin
"POINT (140.31688 -21.84308)","140.317","-21.843","
",SNPP,"48270",00:23,"20210220","-1.00","-1.00","-1.00",Darwin
